name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address,source,clean_address,latitude,longitude
Park Inn by Radisson Amsterdam City West,117.57,1,4.0,8.4,21086.0,Standard Room,Westpoort,3.9,https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=33&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=229377403_99726771_2_2_0&highlighted_blocks=229377403_99726771_2_2_0&matching_block_id=229377403_99726771_2_2_0&sr_pri_blocks=229377403_99726771_2_2_0__82263&from_sustainable_property_sr=1&from=searchresults,"La Guardiaweg 59, Westpoort, 1043 DE Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"La Guardiaweg 59, 1043 DE Amsterdam, Netherlands",52.3902023,4.8424076
Hotel CC,120.86,1,3.0,8.0,5713.0,Standard Twin Room,Amsterdam City Centre,500.0,https://www.booking.com/hotel/nl/cc.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=34&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=17111609_91464459_0_2_0&highlighted_blocks=17111609_91464459_0_2_0&matching_block_id=17111609_91464459_0_2_0&sr_pri_blocks=17111609_91464459_0_2_0__84637&from_sustainable_property_sr=1&from=searchresults,"Warmoesstraat 42 , Amsterdam City Centre, 1012 JE Amsterdam, Netherlands
location — rated 9.4/10!",booking,"Warmoesstraat 42 , 1012 JE Amsterdam, Netherlands",52.375628,4.8984412
Hotel Jakarta Amsterdam,166.0,1,4.0,9.0,6100.0,Twin/Double Room Superior No Balcony,Zeeburg,2.1,https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=35&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__116212&from_sustainable_property_sr=1&from=searchresults,"Javakade 766, Zeeburg, 1019 SH Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Javakade 766, 1019 SH Amsterdam, Netherlands",52.3794798,4.9225957
Hotel V Fizeaustraat,129.57,1,4.0,9.0,3906.0,Comfort Room,Oost,3.8,https://www.booking.com/hotel/nl/v-fizeaustraat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=36&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=184262301_91749549_2_2_0&highlighted_blocks=184262301_91749549_2_2_0&matching_block_id=184262301_91749549_2_2_0&sr_pri_blocks=184262301_91749549_2_2_0__90700&from_sustainable_property_sr=1&from=searchresults,"Fizeaustraat 2, Oost, 1097 SC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Fizeaustraat 2, 1097 SC Amsterdam, Netherlands",52.3453217,4.9255033
ibis Amsterdam City West,77.86,1,3.0,7.9,3424.0,Twin Room,Westpoort,3.6,https://www.booking.com/hotel/nl/ibisamwestcorner.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=37&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1091809_95129676_2_2_0&highlighted_blocks=1091809_95129676_2_2_0&matching_block_id=1091809_95129676_2_2_0&sr_pri_blocks=1091809_95129676_2_2_0__54546&from_sustainable_property_sr=1&from=searchresults,"Transformatorweg 36, Westpoort, 1014 AK Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Transformatorweg 36, 1014 AK Amsterdam, Netherlands",52.3925019,4.8485842
Maison ELLE Amsterdam,161.71,1,4.0,8.9,2171.0,Comfort Room,Oud-West,2.1,https://www.booking.com/hotel/nl/maisonelleamsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=38&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1096025_97566143_0_2_0_757481&highlighted_blocks=1096025_97566143_0_2_0_757481&matching_block_id=1096025_97566143_0_2_0_757481&sr_pri_blocks=1096025_97566143_0_2_0_757481_113235&from=searchresults,"Anna van den Vondelstraat 6, Oud-West, 1054 GZ Amsterdam, Netherlands
location — rated 9.2/10!",booking,"Anna van den Vondelstraat 6, Oud-West, 1054 GZ Amsterdam, Netherlands",52.3607582,4.8695022
Mercure Amsterdam Sloterdijk Station,111.0,1,4.0,8.5,5124.0,Classic Twin Room,Westpoort,4.3,https://www.booking.com/hotel/nl/mercure-amsterdam-sloterdijk-station-opening-july-2015.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=39&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=139256508_91477112_2_34_0_635793&highlighted_blocks=139256508_91477112_2_34_0_635793&matching_block_id=139256508_91477112_2_34_0_635793&sr_pri_blocks=139256508_91477112_2_34_0_635793_77738&from_sustainable_property_sr=1&from=searchresults,"Naritaweg 1, Westpoort, 1043 BP Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Naritaweg 1, 1043 BP Amsterdam, Netherlands",52.387397,4.8356378
Van der Valk Hotel Amsterdam - Amstel,152.43,1,4.0,8.9,5790.0,Comfort Twin Room,Oost,4.6,https://www.booking.com/hotel/nl/van-der-valk-amsterdam-amstel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=40&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=355513301_118142605_2_2_0&highlighted_blocks=355513301_118142605_2_2_0&matching_block_id=355513301_118142605_2_2_0&sr_pri_blocks=355513301_118142605_2_2_0__106675&from_sustainable_property_sr=1&from=searchresults,"20 Joan Muyskenweg, Oost, 1096 CJ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"20 Joan Muyskenweg, 1096 CJ Amsterdam, Netherlands",52.3331949,4.9148668
Jaz in the City Amsterdam,118.57,1,4.0,8.7,11612.0,Superior Double Room (1 or 2 beds),Zuidoost,7.2,https://www.booking.com/hotel/nl/jaz-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=41&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=146677401_87419159_2_2_0&highlighted_blocks=146677401_87419159_2_2_0&matching_block_id=146677401_87419159_2_2_0&sr_pri_blocks=146677401_87419159_2_2_0__83044&from=searchresults,"De Passage 90 / Noord Holland, Zuidoost, 1101 AX Amsterdam, Netherlands
location — rated 9.1/10!",booking,"De Passage 90 / Noord Holland, 1101 AX Amsterdam, Netherlands",52.3143543,4.9387232
Hotel City Garden Amsterdam,103.14,1,3.0,7.1,4278.0,Small Double Room,Oud Zuid,1.9,https://www.booking.com/hotel/nl/holland.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=42&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1009510_95127949_0_2_0&highlighted_blocks=1009510_95127949_0_2_0&matching_block_id=1009510_95127949_0_2_0&sr_pri_blocks=1009510_95127949_0_2_0__72221&from_sustainable_property_sr=1&from=searchresults,"P.C. Hooftstraat 162, Oud Zuid, 1071 CH Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"P.C. Hooftstraat 162, 1071 CH Amsterdam, Netherlands",52.3592071,4.8763609
Asile Flottant,204.43,1,,8.7,636.0,One-Bedroom Apartment,Amsterdam Noord,2.5,https://www.booking.com/hotel/nl/asile-flottant.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=43&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=207679103_110805536_0_0_0&highlighted_blocks=207679103_110805536_0_0_0&matching_block_id=207679103_110805536_0_0_0&sr_pri_blocks=207679103_110805536_0_0_0__143059&from=searchresults,"Korte Papaverweg 2, Amsterdam Noord, 1032 KB Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Korte Papaverweg 2, 1032 KB Amsterdam, Netherlands",52.3930912,4.9096685
Monet Garden Hotel Amsterdam,162.14,1,4.0,9.1,4021.0,Twin Room,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=44&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=274221301_0_2_0_0&highlighted_blocks=274221301_0_2_0_0&matching_block_id=274221301_0_2_0_0&sr_pri_blocks=274221301_0_2_0_0__113471&from=searchresults,"Valkenburgerstraat 76, Amsterdam City Centre, 1011 LZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Valkenburgerstraat 76, 1011 LZ Amsterdam, Netherlands",52.3699235,4.9072718
Huygens Place Amsterdam,140.14,1,4.0,8.6,3298.0,Small Double Room,Oud-West,1.6,https://www.booking.com/hotel/nl/huygens-place-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=45&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682086&all_sr_blocks=1002306_95127815_0_2_0&highlighted_blocks=1002306_95127815_0_2_0&matching_block_id=1002306_95127815_0_2_0&sr_pri_blocks=1002306_95127815_0_2_0__98056&from_sustainable_property_sr=1&from=searchresults,"1e Constantijn Huygensstraat 103-105, Oud-West, 1054 BV Amsterdam, Netherlands
location — rated 9.2/10!",booking,"1e Constantijn Huygensstraat 103-105, Oud-West, 1054 BV Amsterdam, Netherlands",,
