name,room_type,star_rating,review_score,price,neighbourhood,latitude,longitude,distance_from_center,source,url
Great house in Amsterdam free parking close2centre,Entire home/apt,,5.0,220.0,IJburg,52.34923,5.00622,7.9,airbnb,https://www.airbnb.com/rooms/17637180
Houseboat city center rembrandt square,Entire home/apt,,4.49,220.0,Amsterdam City Centre,52.36627,4.89727,0.5,airbnb,https://www.airbnb.com/rooms/17644216
Lovely apartement near the city center,Entire home/apt,,4.67,100.0,Oost,52.35645,4.90875,1.8,airbnb,https://www.airbnb.com/rooms/17647511
Apartment at the canals in Amsterdam,Entire home/apt,,4.95,239.0,Amsterdam City Centre,52.36547,4.88371,0.9,airbnb,https://www.airbnb.com/rooms/17678275
Lovely & Spacious 2BR Maisonette @ De Pijp,Entire home/apt,,5.0,406.0,De Pijp,52.357564,4.889157,1.5,airbnb,https://www.airbnb.com/rooms/17691431
FANTASTIC apartment + sunny garden :),Entire home/apt,,4.92,194.0,Bos en Lommer,52.37744,4.85262,3.0,airbnb,https://www.airbnb.com/rooms/17699304
Relaxing city experience,Entire home/apt,,4.89,386.0,Oost,52.35224,4.92836,3.0,airbnb,https://www.airbnb.com/rooms/17724135
CANAL OASIS STUDIO / VONDELPARK / 2 FREE BIKES,Entire home/apt,,4.92,118.0,Oud Zuid,52.3531,4.8465,3.8,airbnb,https://www.airbnb.com/rooms/17774718
Van OldenBnB 2 - just one block from the Jordaan!,Private room,,4.76,186.0,Westerpark,52.37755,4.87623,1.5,airbnb,https://www.airbnb.com/rooms/17804395
Great family houseboat Westerpark next to Jordaan,Entire home/apt,,4.97,333.0,Westerpark,52.38479,4.87723,2.0,airbnb,https://www.airbnb.com/rooms/17821445
"Great Canal Studio - water view, Free Parking",Private room,,4.94,166.0,IJburg,52.35565,4.99339,6.9,airbnb,https://www.airbnb.com/rooms/17835965
Luxurious houseboat 10 min to Central Station,Entire home/apt,,4.47,373.0,Oost,52.37185,4.93894,3.0,airbnb,https://www.airbnb.com/rooms/17859181
Clean comfy private studio in De Pijp central,Private room,,4.97,187.0,De Pijp,52.35503,4.89936,1.7,airbnb,https://www.airbnb.com/rooms/17874135
Green Terrace Studio,Private room,,4.93,149.0,Amsterdam City Centre,52.37003,4.89923,0.3,airbnb,https://www.airbnb.com/rooms/17875133
Cozy luxury canal view guestroom,Private room,,4.97,146.0,Amsterdam City Centre,52.381031,4.886838,1.3,airbnb,https://www.airbnb.com/rooms/17911026
Private apartment in 'de pijp' area (2 bedrooms),Entire home/apt,,4.42,190.0,De Pijp,52.3505,4.90602,2.3,airbnb,https://www.airbnb.com/rooms/17950286
Cosy room in a cosy house,Private room,,4.82,85.0,Geuzenveld-Slotermeer,52.38389,4.8352,4.3,airbnb,https://www.airbnb.com/rooms/17960148
★★★★★ | BEST LOCATION | UNIQUE EXPERIENCE | ★★★★★,Private room,,4.82,291.0,Amsterdam City Centre,52.37916,4.89514,1.0,airbnb,https://www.airbnb.com/rooms/17967394
Brand new family home close to Amsterdam centre.,Entire home/apt,,4.0,225.0,IJburg,52.34874,5.01193,8.3,airbnb,https://www.airbnb.com/rooms/18057193
Modern & Luxurious Well-located Appartement,Entire home/apt,,4.92,183.0,De Pijp,52.34406,4.89151,2.9,airbnb,https://www.airbnb.com/rooms/18057725
Amstel Imperial,Entire home/apt,,4.91,347.0,Amsterdam City Centre,52.36804,4.89773,0.3,airbnb,https://www.airbnb.com/rooms/18059130
"Central Pijp area, next to restaurants and musea",Private room,,4.89,122.0,De Pijp,52.35717,4.89633,1.5,airbnb,https://www.airbnb.com/rooms/18062995
Stylish apartm & garden near city centre and RAI,Entire home/apt,,4.67,333.0,De Pijp,52.34766,4.90066,2.5,airbnb,https://www.airbnb.com/rooms/18073394
Modern Apartment located in Amsterdam East,Entire home/apt,,4.5,174.0,Oost,52.3535,4.9179,2.4,airbnb,https://www.airbnb.com/rooms/18084931
Spacious & Light 2 bedr aptm near RAI and Center,Entire home/apt,,4.87,197.0,De Pijp,52.34917,4.89479,2.3,airbnb,https://www.airbnb.com/rooms/18086951
Spacious family loft in quiet street old centre,Entire home/apt,,4.89,388.0,Amsterdam City Centre,52.35966,4.8924,1.2,airbnb,https://www.airbnb.com/rooms/18100319
"Green Oasis at sailing barge ""the Rederijker""",Entire home/apt,,4.9,419.0,IJburg,52.35445,5.00447,7.6,airbnb,https://www.airbnb.com/rooms/18114729
Own floor-2 rooms up to 4 pers. very picturesque,Private room,,4.84,197.0,Amsterdam Noord,52.39086,4.93373,3.5,airbnb,https://www.airbnb.com/rooms/18115300
Spacious Houseboat in Amsterdam,Entire home/apt,,4.67,252.0,Oost,52.36602,4.93165,2.5,airbnb,https://www.airbnb.com/rooms/18135326
Luxurious designapartment with magnificent view,Entire home/apt,,4.72,350.0,IJburg,52.35814,4.99973,7.2,airbnb,https://www.airbnb.com/rooms/18145166
De Hoek all-in-one private garden house,Private room,,4.8,108.0,Westerpark,52.38758,4.88309,2.1,airbnb,https://www.airbnb.com/rooms/18155892
Beautiful studio on river front,Private room,,4.75,104.0,IJburg,52.37556,4.96829,5.0,airbnb,https://www.airbnb.com/rooms/18172462
Ladies Only | bright & central room for cat lovers,Private room,,4.92,75.0,Bos en Lommer,52.38033,4.85152,3.2,airbnb,https://www.airbnb.com/rooms/18191221
Appartement aan de Gaasperplas,Entire home/apt,,4.66,113.0,Zuidoost,52.30515,4.97914,9.2,airbnb,https://www.airbnb.com/rooms/18193212
Cosy houseboat,Entire home/apt,,4.86,102.0,Westerpark,52.38273,4.86319,2.6,airbnb,https://www.airbnb.com/rooms/18210319
Sailing ship nearby city centre.,Entire home/apt,,4.72,250.0,IJburg,52.35436,5.00273,7.5,airbnb,https://www.airbnb.com/rooms/18233200
HIP AND STYLISH B&B in JORDAAN,Private room,,4.9,231.0,Amsterdam City Centre,52.38328,4.88591,1.6,airbnb,https://www.airbnb.com/rooms/18248976
Houseboot Amsterdam 5 min from central station!,Private room,,4.74,304.0,Amsterdam City Centre,52.37472,4.90784,1.0,airbnb,https://www.airbnb.com/rooms/18252871
Luxurious private suite City center of Amsterdam,Private room,,4.97,257.0,Amsterdam City Centre,52.36952,4.88557,0.7,airbnb,https://www.airbnb.com/rooms/18263868
Beautiful canal house in the heart of Amsterdam,Entire home/apt,,5.0,401.0,Amsterdam City Centre,52.36258,4.89731,0.9,airbnb,https://www.airbnb.com/rooms/18266059
Cute family home with private parking,Entire home/apt,,5.0,203.0,Amsterdam Noord,52.41868,4.90114,5.4,airbnb,https://www.airbnb.com/rooms/18269651
Bright Private Room with Ensuite Bath & Balcony,Entire home/apt,,4.65,85.0,Oud Zuid,52.3514,4.85081,3.7,airbnb,https://www.airbnb.com/rooms/18298091
Spacious home with garden close to centre,Entire home/apt,,4.8,197.0,Amsterdam Noord,52.41928,4.90233,5.5,airbnb,https://www.airbnb.com/rooms/18335433
Riant woon-werkhuis aan groene rand van Amsterdam,Entire home/apt,,5.0,145.0,Zuidoost,52.30448,4.97025,8.9,airbnb,https://www.airbnb.com/rooms/18392202
City appartment in The Pijp,Entire home/apt,,4.7,244.0,De Pijp,52.35016,4.89181,2.2,airbnb,https://www.airbnb.com/rooms/18405137
Room 4-Jordaan canal/Pool Table/Spa bath/Roof area,Private room,,4.83,90.0,Amsterdam City Centre,52.37699,4.87754,1.4,airbnb,https://www.airbnb.com/rooms/18407771
Elegant city retreat on canal,Private room,,4.86,174.0,Amsterdam City Centre,52.38304,4.88376,1.6,airbnb,https://www.airbnb.com/rooms/18410648
Luxurious private suite City center of Amsterdam,Private room,,4.94,231.0,Amsterdam City Centre,52.37126,4.88618,0.6,airbnb,https://www.airbnb.com/rooms/18423345
Cosy & Comfortable apartment,Entire home/apt,,4.74,347.0,Bos en Lommer,52.38247,4.85204,3.2,airbnb,https://www.airbnb.com/rooms/18485336
Unique family house in typical old Dutch area,Entire home/apt,,4.94,251.0,Slotervaart,52.34303,4.79768,7.3,airbnb,https://www.airbnb.com/rooms/18514561
Cozy apartment near Westerpark,Entire home/apt,,4.6,341.0,Westerpark,52.38962,4.87773,2.5,airbnb,https://www.airbnb.com/rooms/18514892
nice clean sunny and central room,Private room,,4.91,104.0,Westerpark,52.39034,4.88392,2.4,airbnb,https://www.airbnb.com/rooms/18515604
Mont Martre of Amsterdam,Entire home/apt,,4.97,175.0,De Pijp,52.35419,4.90036,1.8,airbnb,https://www.airbnb.com/rooms/18516556
A city centre location,Private room,,4.81,91.0,Amsterdam City Centre,52.37355,4.87773,1.2,airbnb,https://www.airbnb.com/rooms/18517833
Beautiful apartment in the centre of Amsterdam!,Entire home/apt,,4.88,209.0,Westerpark,52.37994,4.8758,1.7,airbnb,https://www.airbnb.com/rooms/18547840
B&B Canaliscious,Entire home/apt,,4.6,157.0,Oud-West,52.36164,4.85896,2.6,airbnb,https://www.airbnb.com/rooms/18557924
Cosy Arty guest suite old city,Entire home/apt,,4.88,184.0,Amsterdam City Centre,52.37097,4.89707,0.2,airbnb,https://www.airbnb.com/rooms/18559856
"Luxe room, private garden, Amsterdam city center",Private room,,4.89,279.0,Amsterdam City Centre,52.37387,4.8934,0.4,airbnb,https://www.airbnb.com/rooms/18576284
Houseboat in centre of Amsterdam with riverview,Entire home/apt,,4.67,236.0,Amsterdam City Centre,52.3666,4.89824,0.5,airbnb,https://www.airbnb.com/rooms/18606303
Amazing private Amsterdam Studio,Entire home/apt,,4.94,150.0,Amsterdam Noord,52.38919,4.93684,3.5,airbnb,https://www.airbnb.com/rooms/18622311
Penthouse Studio: Kitchen+Bath+Balcony (renovated),Entire home/apt,,4.62,103.0,Oud Zuid,52.35109,4.84938,3.8,airbnb,https://www.airbnb.com/rooms/18622506
"Luxurious, kid friendly, in center,  3 BR & garden",Entire home/apt,,4.93,499.0,Oud Zuid,52.35234,4.8843,2.1,airbnb,https://www.airbnb.com/rooms/18650212
Spacious family home with garden in the NDSM area,Entire home/apt,,4.96,135.0,Amsterdam Noord,52.4084,4.9046,4.3,airbnb,https://www.airbnb.com/rooms/18718588
Charming retro style apartment near Vondelpark,Entire home/apt,,4.96,198.0,Oud Zuid,52.34713,4.84828,4.1,airbnb,https://www.airbnb.com/rooms/18780017
Beautiful canal view apartment in de Pijp,Entire home/apt,,4.88,289.0,De Pijp,52.34948,4.8912,2.3,airbnb,https://www.airbnb.com/rooms/18785437
Spacious warm home (4 rooms) with roofterrace!,Entire home/apt,,4.78,314.0,Oud-West,52.35801,4.85706,2.9,airbnb,https://www.airbnb.com/rooms/18800259
Stylish & Elegant Apartment in Historic Amsterdam,Entire home/apt,,4.86,285.0,Oud Zuid,52.3484,4.84806,4.0,airbnb,https://www.airbnb.com/rooms/18816251
Amazing City Appartment (double floor),Entire home/apt,,4.96,315.0,Oud Zuid,52.35293,4.85016,3.6,airbnb,https://www.airbnb.com/rooms/18816460
a big (family) house in Amsterdam,Entire home/apt,,4.71,225.0,IJburg,52.35139,5.00243,7.6,airbnb,https://www.airbnb.com/rooms/18817028
"Top-notch, huge apartment along Amsterdam canal",Entire home/apt,,4.87,154.0,Amsterdam City Centre,52.37425,4.90516,0.8,airbnb,https://www.airbnb.com/rooms/18832250
Spacious sunny house (100m2) in Amsterdam Oost,Entire home/apt,,4.91,311.0,Oost,52.34548,4.9486,4.6,airbnb,https://www.airbnb.com/rooms/18844549
"Cozy room Amsterdam, Ensuitebathroom/Netflix/Bikes",Private room,,4.45,88.0,Geuzenveld-Slotermeer,52.3828,4.82627,4.9,airbnb,https://www.airbnb.com/rooms/18871870
Centrally located on canal with view on Zoo!!,Entire home/apt,,5.0,394.0,Amsterdam City Centre,52.3691,4.91715,1.5,airbnb,https://www.airbnb.com/rooms/18878996
COZY ROOM ★ 17TH CENTURY CANAL HOUSE ★ CITY CENTER,Private room,,4.58,122.0,Amsterdam City Centre,52.38109,4.89034,1.3,airbnb,https://www.airbnb.com/rooms/18882208
★ A/C ★ | BEAUTIFUL CITY CENTER CANAL VIEW ROOM ★,Private room,,4.66,125.0,Amsterdam City Centre,52.38094,4.88891,1.3,airbnb,https://www.airbnb.com/rooms/18882385
"Nice Room Amsterdam, EnsuiteBathroom/Netflix/Bikes",Private room,,4.51,132.0,Geuzenveld-Slotermeer,52.38348,4.8267,4.9,airbnb,https://www.airbnb.com/rooms/18886577
Saint Claire 3,Private room,,4.55,151.0,Amsterdam City Centre,52.37013,4.89299,0.2,airbnb,https://www.airbnb.com/rooms/18906944
Lovely apartment of 76m2.,Entire home/apt,,4.92,101.0,Oost,52.37051,4.93518,2.7,airbnb,https://www.airbnb.com/rooms/18950531
Staying in luxurious house near the Vondelpark,Entire home/apt,,4.93,600.0,Oud Zuid,52.3564,4.87395,2.1,airbnb,https://www.airbnb.com/rooms/18993446
Modern design house in a green area of Amsterdam,Entire home/apt,,4.94,300.0,Osdorp,52.35939,4.78478,7.6,airbnb,https://www.airbnb.com/rooms/18995286
Boutique/ near centrum/ self check-in,Private room,,4.92,121.0,De Pijp,52.35068,4.89284,2.2,airbnb,https://www.airbnb.com/rooms/18997009
Comfortable family home near centre,Entire home/apt,,4.88,307.0,Amsterdam Noord,52.40679,4.93145,4.8,airbnb,https://www.airbnb.com/rooms/19013423
Authentic apartment with a view on the canal,Entire home/apt,,4.88,152.0,Oud-West,52.363,4.86704,2.1,airbnb,https://www.airbnb.com/rooms/19070264
Private luxury citycentre Loft @ leidseplein,Private room,,4.54,140.0,Amsterdam City Centre,52.36557,4.88776,0.7,airbnb,https://www.airbnb.com/rooms/19093068
Spacious house with garden in Amsterdam IJburg,Entire home/apt,,5.0,234.0,IJburg,52.36254656087646,4.978731517199067,5.7,airbnb,https://www.airbnb.com/rooms/19108361
Big appt with terrace in Herengracht Canal House,Entire home/apt,,4.55,460.0,Amsterdam City Centre,52.37449,4.88778,0.7,airbnb,https://www.airbnb.com/rooms/19132615
Private cosy place with 24/7 access. And 2 bikes,Entire home/apt,,4.85,168.0,Amsterdam City Centre,52.38751,4.88999,2.0,airbnb,https://www.airbnb.com/rooms/19183967
"Spacious, sunny,  two floor apartment in Oud-Zuid",Entire home/apt,,5.0,341.0,Oud Zuid,52.35124,4.85873,3.3,airbnb,https://www.airbnb.com/rooms/19240662
2 floors apartment in the center of Amsterdam,Entire home/apt,,5.0,280.0,Amsterdam City Centre,52.36193,4.91499,1.6,airbnb,https://www.airbnb.com/rooms/19269372
Charming canal view room near to centre!,Private room,,4.88,90.0,Oud-West,52.36448,4.85621,2.7,airbnb,https://www.airbnb.com/rooms/19278681
Smoker friendly studio2 in heart of center,Entire home/apt,,4.82,229.0,Amsterdam City Centre,52.37101,4.89825,0.2,airbnb,https://www.airbnb.com/rooms/19282734
Lovely bright double bedroom by terrace,Private room,,4.86,103.0,Oud-West,52.36413,4.85514,2.8,airbnb,https://www.airbnb.com/rooms/19300302
Loft apartment in canal district,Entire home/apt,,5.0,330.0,Amsterdam City Centre,52.3806,4.88695,1.3,airbnb,https://www.airbnb.com/rooms/19321849
Amsterdam Farm Lodge: spacious and parentfriendly,Entire home/apt,,4.8,242.0,Amsterdam Noord,52.41943,4.87126,5.7,airbnb,https://www.airbnb.com/rooms/19339621
Spaceous apartment in Amsterdam-Noord,Entire home/apt,,4.79,200.0,Amsterdam Noord,52.38594,4.91714,2.3,airbnb,https://www.airbnb.com/rooms/19397125
"Free parking, nice family home",Entire home/apt,,4.65,225.0,Amsterdam Noord,52.41833,4.90286,5.4,airbnb,https://www.airbnb.com/rooms/19444004
Private studio beautiful view,Private room,,4.86,91.0,Oost,52.37668,4.95503,4.1,airbnb,https://www.airbnb.com/rooms/19461718
Cozy apartment with balcony in centre of Amsterdam,Entire home/apt,,4.89,190.0,Westerpark,52.38061,4.87428,1.8,airbnb,https://www.airbnb.com/rooms/19503413
New Canal View 2Beds/2Baths,Private room,,4.86,460.0,Amsterdam City Centre,52.37819,4.89192,0.9,airbnb,https://www.airbnb.com/rooms/19527617
Spacious house boat near city centre,Entire home/apt,,4.88,379.0,Westerpark,52.37878,4.86899,2.0,airbnb,https://www.airbnb.com/rooms/19527624
Appartement Amsterdam,Entire home/apt,,4.82,88.0,Zuidoost,52.30057,4.98696,9.9,airbnb,https://www.airbnb.com/rooms/19528615
Boat House with view over the canal with bikes,Private room,,4.92,245.0,Slotervaart,52.33532,4.80079,7.5,airbnb,https://www.airbnb.com/rooms/19538549
Little apartment in Amsterdam centre,Entire home/apt,,4.88,280.0,Amsterdam City Centre,52.38136,4.88444,1.4,airbnb,https://www.airbnb.com/rooms/19581107
Entire home with direct Vondelpark view,Entire home/apt,,5.0,375.0,Oud Zuid,52.3544,4.86913,2.5,airbnb,https://www.airbnb.com/rooms/19616960
Unique loft with rooftop terrace in Pijp (airco),Entire home/apt,,4.96,233.0,De Pijp,52.3557,4.88942,1.7,airbnb,https://www.airbnb.com/rooms/19635966
Canal view and green park view apartment!,Entire home/apt,,4.67,239.0,Amsterdam City Centre,52.37415799990146,4.876597661376958,1.3,airbnb,https://www.airbnb.com/rooms/19667556
Two Romantic Rooms with use of Roof Terrace.,Private room,,4.88,220.0,Oud-West,52.36478,4.87617,1.4,airbnb,https://www.airbnb.com/rooms/19685954
Private Room. Garden Apartment. Old West Amsterdam,Private room,,4.86,63.0,Oud-West,52.3737,4.85394,2.8,airbnb,https://www.airbnb.com/rooms/19689332
Loft Leidsegracht - Private studio,Entire home/apt,,4.79,201.0,Amsterdam City Centre,52.36556243896485,4.882159233093262,1.0,airbnb,https://www.airbnb.com/rooms/19715150
Best Location Amsterdam Amazing Centre Apartment,Entire home/apt,,4.77,308.0,Amsterdam City Centre,52.36544979957499,4.898630098534675,0.6,airbnb,https://www.airbnb.com/rooms/19747413
Loft Leidsegracht - Private studio + Roof terrace!,Entire home/apt,,4.81,199.0,Amsterdam City Centre,52.36556243896485,4.882159233093262,1.0,airbnb,https://www.airbnb.com/rooms/19771245
Comfy modern apartment with garden in de Pijp,Entire home/apt,,4.89,223.0,De Pijp,52.35123,4.89977,2.1,airbnb,https://www.airbnb.com/rooms/19782977
Houseboat with modern interior in the city center,Entire home/apt,,4.7,286.0,Amsterdam City Centre,52.36597,4.89975,0.6,airbnb,https://www.airbnb.com/rooms/19803300
Artistic Family Post Office Loft with Garden,Entire home/apt,,4.54,181.0,Bos en Lommer,52.38408,4.84556,3.7,airbnb,https://www.airbnb.com/rooms/19820314
Lovely family home outside Amsterdam center,Entire home/apt,,4.94,234.0,Bijlmermeer,52.32781,4.9808,7.5,airbnb,https://www.airbnb.com/rooms/19842083
Centre-Calm-Nice view,Private room,,4.79,140.0,Amsterdam City Centre,52.37126,4.9154,1.4,airbnb,https://www.airbnb.com/rooms/19847628
"2 bed topfloor apartment | Pijp, Center, Museum",Entire home/apt,,4.21,199.0,De Pijp,52.35711,4.88806,1.5,airbnb,https://www.airbnb.com/rooms/19854424
Stylish apartment Westerpark with private patio,Entire home/apt,,4.97,250.0,Westerpark,52.38291,4.87678,1.9,airbnb,https://www.airbnb.com/rooms/19861238
PriVATE apartment or room. Text me pls,Private room,,4.93,170.0,Oud-West,52.37048,4.85848,2.5,airbnb,https://www.airbnb.com/rooms/19868291
Relaxing Jordaan Studio,Entire home/apt,,4.65,193.0,Amsterdam City Centre,52.37874,4.88263,1.3,airbnb,https://www.airbnb.com/rooms/19875455
"! Luxurious apartment, extraordinary view, 100m2 !",Entire home/apt,,4.86,300.0,Zuideramstel,52.34187,4.86691,3.7,airbnb,https://www.airbnb.com/rooms/19884996
DePijp/ ground floor 250sqm House/garden + terrace,Entire home/apt,,4.94,600.0,De Pijp,52.35788,4.88937,1.4,airbnb,https://www.airbnb.com/rooms/19885353
"Family Mansion at square, 5 floors, very central!",Entire home/apt,,4.95,414.0,Oost,52.35705,4.90705,1.7,airbnb,https://www.airbnb.com/rooms/19885870
Bed & Breakfast Zunderdorp - Gypsy wagon XL,Private room,,4.96,133.0,Amsterdam Noord,52.41054,4.9539,6.0,airbnb,https://www.airbnb.com/rooms/19888153
Great family home in a perfect location,Entire home/apt,,5.0,385.0,Oost,52.35678,4.93472,3.1,airbnb,https://www.airbnb.com/rooms/19889327
Trendy & design! The Pijp hipe and happening area,Entire home/apt,,4.58,464.0,De Pijp,52.35681,4.88872,1.6,airbnb,https://www.airbnb.com/rooms/19942146
Complete family house on a canal in Amsterdam Oost,Entire home/apt,,4.88,375.0,Oost,52.35317,4.92267,2.7,airbnb,https://www.airbnb.com/rooms/19987998
Modern design one-bedroom apt! Great location!,Entire home/apt,,4.86,126.0,Westerpark,52.38232,4.86988,2.2,airbnb,https://www.airbnb.com/rooms/19991681
Quiet retreat near Vondelpark,Private room,,5.0,130.0,Oud Zuid,52.34989,4.84909,3.9,airbnb,https://www.airbnb.com/rooms/20001770
Luxury Apartment in Trendy Oud-West Amsterdam,Private room,,4.83,142.0,Oud-West,52.36744,4.86654,2.0,airbnb,https://www.airbnb.com/rooms/20026132
Volharding Amsterdam,Entire home/apt,,4.91,122.0,Amsterdam City Centre,52.38611,4.89157,1.8,airbnb,https://www.airbnb.com/rooms/20030484
Friendly apartment in a lively Amsterdam area,Entire home/apt,,4.93,225.0,De Pijp,52.345532825078394,4.895616748657239,2.7,airbnb,https://www.airbnb.com/rooms/20031632
Lovely spacious appartement with canal view,Private room,,4.9,168.0,Oost,52.35587,4.92551,2.6,airbnb,https://www.airbnb.com/rooms/20059970
Robin's RoofTop,Private room,,4.73,170.0,Westerpark,52.38037,4.87351,1.9,airbnb,https://www.airbnb.com/rooms/20071782
Davids B&B — Cannabis Friendly in top location,Hotel room,,4.85,206.0,Amsterdam City Centre,52.3691,4.89036,0.4,airbnb,https://www.airbnb.com/rooms/20101951
Canal Dream Apartment,Entire home/apt,,4.64,240.0,Amsterdam City Centre,52.36324,4.89638,0.8,airbnb,https://www.airbnb.com/rooms/20113545
"Light Apartment in Amsterdam Oost, Modern & Light",Entire home/apt,,4.94,116.0,Oost,52.36456,4.94154,3.2,airbnb,https://www.airbnb.com/rooms/20142058
Beautiful family house (100m2) with garden.,Entire home/apt,,4.86,280.0,De Pijp,52.34191,4.89484,3.1,airbnb,https://www.airbnb.com/rooms/20162728
Romantic little studio with canal view in centre.,Private room,,4.73,144.0,Amsterdam City Centre,52.37194,4.88668,0.6,airbnb,https://www.airbnb.com/rooms/20178478
Unique Peaceful Houseboat next to the city centre,Private room,,4.73,157.0,Westerpark,52.390259,4.888995,2.3,airbnb,https://www.airbnb.com/rooms/20190961
Bright Apartment with Kingsize Boxspring,Entire home/apt,,5.0,240.0,De Pijp,52.35591,4.88841,1.7,airbnb,https://www.airbnb.com/rooms/20208490
Beautiful apartment with terrace and canal view,Entire home/apt,,4.76,404.0,Oud-West,52.36751,4.85989,2.4,airbnb,https://www.airbnb.com/rooms/20226379
Private Stairway to heaven,Private room,,4.92,114.0,Oud-West,52.36709,4.86575,2.0,airbnb,https://www.airbnb.com/rooms/20259345
"Cozy Room in Charming Dutch Home, City Centre",Private room,,4.54,89.0,Amsterdam City Centre,52.37037,4.89785,0.2,airbnb,https://www.airbnb.com/rooms/20405959
"Designed Penthouse, Amsterdam city center",Entire home/apt,,4.68,600.0,Oud-West,52.37196,4.84775,3.2,airbnb,https://www.airbnb.com/rooms/20433445
Charming and quiet room in City Center!,Private room,,4.8,98.0,Amsterdam City Centre,52.37200164794922,4.896499156951904,0.2,airbnb,https://www.airbnb.com/rooms/20433472
Canalhouse in the Center,Shared room,,4.75,195.0,Amsterdam City Centre,52.37034,4.90688,0.8,airbnb,https://www.airbnb.com/rooms/20447839
House on the water. Oasis in the bustling town.,Entire home/apt,,4.92,240.0,Oost,52.35687,4.93361,3.0,airbnb,https://www.airbnb.com/rooms/20451620
Amsterdam Farm Lodge: cosy holiday home,Entire home/apt,,4.78,245.0,Amsterdam Noord,52.41859,4.87143,5.6,airbnb,https://www.airbnb.com/rooms/20465459
"Top location, private bathroom & roof terrace",Private room,,4.97,173.0,Oud-West,52.36996,4.8749,1.4,airbnb,https://www.airbnb.com/rooms/20468518
Luxury Canal Apartment,Entire home/apt,,4.84,470.0,Amsterdam City Centre,52.37113,4.89388,0.1,airbnb,https://www.airbnb.com/rooms/20470078
Excellent Location,Private room,,4.65,101.0,Oud-West,52.36214,4.87618,1.6,airbnb,https://www.airbnb.com/rooms/20498694
Cosy single room with a view,Private room,,4.95,78.0,De Pijp,52.35447,4.89479,1.7,airbnb,https://www.airbnb.com/rooms/20516768
"Amsterdam Farm Lodge: green area, great with kids",Entire home/apt,,4.74,245.0,Amsterdam Noord,52.41947,4.87136,5.7,airbnb,https://www.airbnb.com/rooms/20549160
Houseboat near Jordaan: unique canal view & garden,Entire home/apt,,5.0,156.0,Westerpark,52.38164,4.8675,2.3,airbnb,https://www.airbnb.com/rooms/20563411
"BnJoy 4Pers/ Clean, Cozy & Central/ Stunning View!",Private room,,4.78,219.0,Amsterdam City Centre,52.3749,4.90543,0.9,airbnb,https://www.airbnb.com/rooms/20621604
2Bedroom Riverview appartment + Balcony,Entire home/apt,,4.86,315.0,Oost,52.358713359279726,4.906113223833395,1.5,airbnb,https://www.airbnb.com/rooms/20636971
Private Room in Penthouse Tower w/ Panoramic view,Private room,,4.99,85.0,Osdorp,52.36631169383771,4.8072166236554965,6.0,airbnb,https://www.airbnb.com/rooms/20685033
Wonderful Amsterdam 2 or 3 p private place!,Entire home/apt,,4.88,140.0,Oost,52.35228,4.92039,2.6,airbnb,https://www.airbnb.com/rooms/20708620
Off the beaten track: quircky place in green area,Entire home/apt,,4.77,245.0,Amsterdam Noord,52.41843,4.87173,5.6,airbnb,https://www.airbnb.com/rooms/20756989
Light and comfy 2-bedroom in west,Entire home/apt,,4.86,200.0,Oud-West,52.36748,4.85253,2.9,airbnb,https://www.airbnb.com/rooms/20777080
Light and cozy appartment near Vondelpark,Entire home/apt,,4.67,266.0,Oud-West,52.36207611752598,4.850950312964937,3.1,airbnb,https://www.airbnb.com/rooms/20783317
Charming and quiet rooms in City Center!,Private room,,4.74,116.0,Amsterdam City Centre,52.37204,4.89629,0.2,airbnb,https://www.airbnb.com/rooms/20791949
Large private kingsize bedroom close 2 city center,Private room,,4.43,75.0,Zuidoost,52.29132,4.96829,10.1,airbnb,https://www.airbnb.com/rooms/20792976
Cosy private 2-beds bedroom close to city center!,Private room,,4.47,64.0,Zuidoost,52.29307,4.96851,9.9,airbnb,https://www.airbnb.com/rooms/20793220
2 Bedroom Apartment in Amsterdam,Entire home/apt,,5.0,253.0,Oost,52.356520378118745,4.914532499495321,2.0,airbnb,https://www.airbnb.com/rooms/20793701
"Amsterdam city centre, modern and cosy apartment",Entire home/apt,,4.97,264.0,Amsterdam City Centre,52.37255,4.88039,1.0,airbnb,https://www.airbnb.com/rooms/20816136
Stylish apartment w rooftop terrace in A'dam-Zuid,Entire home/apt,,4.92,390.0,Oud Zuid,52.3549,4.87937,2.0,airbnb,https://www.airbnb.com/rooms/20826986
"Luxurious, cosy and private studio Fountain view",Private room,,4.93,105.0,Oost,52.35358,4.93097,3.1,airbnb,https://www.airbnb.com/rooms/20857622
Perfect place to stay in beautiful Amsterdam.,Entire home/apt,,4.95,198.0,Westerpark,52.37894,4.87089,1.9,airbnb,https://www.airbnb.com/rooms/20859474
Romantic VIP suite & private Jacuzzi on top Crane,Private room,,5.0,726.0,Amsterdam Noord,52.39906311035156,4.894676208496094,3.2,airbnb,https://www.airbnb.com/rooms/20952152
Quiet place next to the city centre,Entire home/apt,,4.85,288.0,Oud-West,52.36808,4.87323,1.5,airbnb,https://www.airbnb.com/rooms/20981331
Light & spacious home near RAI convention center,Entire home/apt,,4.89,714.0,De Pijp,52.34611,4.89266,2.7,airbnb,https://www.airbnb.com/rooms/20987240
